Pohlavie,Odvetvie,Rok,Hodnota
Ženy,"E Dodávka vody, čistenie a odvod odpadových vôd, odpady a služby odstraňovania odpadov",2024,"0,1"
Ženy,"E Dodávka vody, čistenie a odvod odpadových vôd, odpady a služby odstraňovania odpadov",2025,-
Ženy,F Stavebníctvo,2008,"0,2"
Ženy,F Stavebníctvo,2009,"1,0"
Ženy,F Stavebníctvo,2010,"1,2"
Ženy,F Stavebníctvo,2011,"1,9"
Ženy,F Stavebníctvo,2012,"0,9"
Ženy,F Stavebníctvo,2013,"2,2"
Ženy,F Stavebníctvo,2014,"2,7"
Ženy,F Stavebníctvo,2015,"1,4"
Ženy,F Stavebníctvo,2016,"3,0"
Ženy,F Stavebníctvo,2017,"0,8"
Ženy,F Stavebníctvo,2018,"0,6"
Ženy,F Stavebníctvo,2019,"0,3"
Ženy,F Stavebníctvo,2020,"0,6"
Ženy,F Stavebníctvo,2021,"1,0"
Ženy,F Stavebníctvo,2022,"1,8"
Ženy,F Stavebníctvo,2023,"1,7"
Ženy,F Stavebníctvo,2024,"0,5"
Ženy,F Stavebníctvo,2025,"1,1"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2008,"14,1"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2009,"17,3"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2010,"21,7"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2011,"21,5"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2012,"22,9"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2013,"26,2"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2014,"22,0"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2015,"20,5"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2016,"16,9"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2017,"11,3"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2018,"8,9"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2019,"8,7"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2020,"10,8"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2021,"13,4"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2022,"11,2"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2023,"9,6"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2024,"8,1"
Ženy,G Veľkoobchod a maloobchod; oprava motorových vozidiel a motocyklov,2025,"9,3"
Ženy,H Doprava a skladovanie,2008,"1,7"
Ženy,H Doprava a skladovanie,2009,"3,4"
Ženy,H Doprava a skladovanie,2010,"2,5"
Ženy,H Doprava a skladovanie,2011,"1,1"
Ženy,H Doprava a skladovanie,2012,"2,1"
Ženy,H Doprava a skladovanie,2013,"2,0"
Ženy,H Doprava a skladovanie,2014,"2,5"
Ženy,H Doprava a skladovanie,2015,"3,6"
Ženy,H Doprava a skladovanie,2016,"2,3"
Ženy,H Doprava a skladovanie,2017,"2,5"
Ženy,H Doprava a skladovanie,2018,"2,1"
Ženy,H Doprava a skladovanie,2019,"1,9"
Ženy,H Doprava a skladovanie,2020,"2,3"
Ženy,H Doprava a skladovanie,2021,"1,2"
Ženy,H Doprava a skladovanie,2022,"1,1"
Ženy,H Doprava a skladovanie,2023,"1,5"
Ženy,H Doprava a skladovanie,2024,"1,7"
Ženy,H Doprava a skladovanie,2025,"1,5"
Ženy,Hospodárstvo spolu,2008,"132,8"
Ženy,Hospodárstvo spolu,2009,"153,5"
Ženy,Hospodárstvo spolu,2010,"176,2"
Ženy,Hospodárstvo spolu,2011,"161,1"
Ženy,Hospodárstvo spolu,2012,"173,8"
Ženy,Hospodárstvo spolu,2013,"175,6"
Ženy,Hospodárstvo spolu,2014,"165,1"
Ženy,Hospodárstvo spolu,2015,"158,9"
Ženy,Hospodárstvo spolu,2016,"133,5"
Ženy,Hospodárstvo spolu,2017,"105,2"
Ženy,Hospodárstvo spolu,2018,"87,2"
Ženy,Hospodárstvo spolu,2019,"73,9"
Ženy,Hospodárstvo spolu,2020,"86,9"
Ženy,I Ubytovacie a stravovacie služby,2008,"5,2"
Ženy,I Ubytovacie a stravovacie služby,2009,"6,2"
Ženy,I Ubytovacie a stravovacie služby,2010,"10,3"
Ženy,I Ubytovacie a stravovacie služby,2011,"8,9"
Ženy,I Ubytovacie a stravovacie služby,2012,"9,5"
Ženy,I Ubytovacie a stravovacie služby,2013,"8,4"
Ženy,I Ubytovacie a stravovacie služby,2014,"8,1"
Ženy,I Ubytovacie a stravovacie služby,2015,"8,0"
Ženy,I Ubytovacie a stravovacie služby,2016,"6,9"
Ženy,I Ubytovacie a stravovacie služby,2017,"8,7"
Ženy,I Ubytovacie a stravovacie služby,2018,"5,0"
Ženy,I Ubytovacie a stravovacie služby,2019,"3,8"
Ženy,I Ubytovacie a stravovacie služby,2020,"8,4"
Ženy,I Ubytovacie a stravovacie služby,2021,"9,1"
Ženy,I Ubytovacie a stravovacie služby,2022,"5,0"
Ženy,I Ubytovacie a stravovacie služby,2023,"5,4"
Ženy,I Ubytovacie a stravovacie služby,2024,"4,7"
Ženy,I Ubytovacie a stravovacie služby,2025,"3,1"
Ženy,J Informácie a komunikácia,2008,"1,1"
Ženy,J Informácie a komunikácia,2009,"0,9"
Ženy,J Informácie a komunikácia,2010,"1,6"
Ženy,J Informácie a komunikácia,2011,"1,1"
Ženy,J Informácie a komunikácia,2012,"2,5"
Ženy,J Informácie a komunikácia,2013,"1,0"
Ženy,J Informácie a komunikácia,2014,"2,0"
Ženy,J Informácie a komunikácia,2015,"1,7"
Ženy,J Informácie a komunikácia,2016,"0,8"
Ženy,J Informácie a komunikácia,2017,"0,6"
Ženy,J Informácie a komunikácia,2018,"0,5"
Ženy,J Informácie a komunikácia,2019,"0,7"
Ženy,J Informácie a komunikácia,2020,"1,1"
Ženy,J Informácie a komunikácia,2021,"0,8"
Ženy,J Informácie a komunikácia,2022,"0,5"
Ženy,J Informácie a komunikácia,2023,"0,2"
Ženy,J Informácie a komunikácia,2024,"0,9"
Ženy,J Informácie a komunikácia,2025,"0,1"
Ženy,K Finančné a poisťovacie činnosti,2008,"1,3"
Ženy,K Finančné a poisťovacie činnosti,2009,"1,6"
Ženy,K Finančné a poisťovacie činnosti,2010,"2,0"
Ženy,K Finančné a poisťovacie činnosti,2011,"2,6"
Ženy,K Finančné a poisťovacie činnosti,2012,"2,1"
Ženy,K Finančné a poisťovacie činnosti,2013,"1,3"
Ženy,K Finančné a poisťovacie činnosti,2014,"1,7"
Ženy,K Finančné a poisťovacie činnosti,2015,"2,3"
Ženy,K Finančné a poisťovacie činnosti,2016,"1,8"
Ženy,K Finančné a poisťovacie činnosti,2017,"2,1"
Ženy,K Finančné a poisťovacie činnosti,2018,"1,2"
Ženy,K Finančné a poisťovacie činnosti,2019,"1,1"
Ženy,K Finančné a poisťovacie činnosti,2020,"2,0"
Ženy,K Finančné a poisťovacie činnosti,2021,"1,7"
Ženy,K Finančné a poisťovacie činnosti,2022,"0,8"
Ženy,K Finančné a poisťovacie činnosti,2023,"0,7"
Ženy,K Finančné a poisťovacie činnosti,2024,"0,6"
Ženy,K Finančné a poisťovacie činnosti,2025,"1,5"
Ženy,L Činnosti v oblasti nehnuteľností,2008,"0,1"
Ženy,L Činnosti v oblasti nehnuteľností,2009,-
Ženy,L Činnosti v oblasti nehnuteľností,2010,"0,1"
Ženy,L Činnosti v oblasti nehnuteľností,2011,"0,1"
Ženy,L Činnosti v oblasti nehnuteľností,2012,"0,1"
Ženy,L Činnosti v oblasti nehnuteľností,2013,"0,1"
Ženy,L Činnosti v oblasti nehnuteľností,2014,"0,2"
Ženy,L Činnosti v oblasti nehnuteľností,2015,"0,5"
Ženy,L Činnosti v oblasti nehnuteľností,2016,"0,4"
Ženy,L Činnosti v oblasti nehnuteľností,2017,"0,2"
Ženy,L Činnosti v oblasti nehnuteľností,2018,-
Ženy,L Činnosti v oblasti nehnuteľností,2019,"0,1"
Ženy,L Činnosti v oblasti nehnuteľností,2020,"0,1"
Ženy,L Činnosti v oblasti nehnuteľností,2021,-
Ženy,L Činnosti v oblasti nehnuteľností,2022,-
Ženy,L Činnosti v oblasti nehnuteľností,2023,-
Ženy,L Činnosti v oblasti nehnuteľností,2024,"0,4"
Ženy,L Činnosti v oblasti nehnuteľností,2025,"0,6"
Ženy,"M Odborné, vedecké a technické činnosti",2008,"0,6"
Ženy,"M Odborné, vedecké a technické činnosti",2009,"1,1"
Ženy,"M Odborné, vedecké a technické činnosti",2010,"1,1"
Ženy,"M Odborné, vedecké a technické činnosti",2011,"1,6"
Ženy,"M Odborné, vedecké a technické činnosti",2012,"1,8"
Ženy,"M Odborné, vedecké a technické činnosti",2013,"1,5"
Ženy,"M Odborné, vedecké a technické činnosti",2014,"1,4"
Ženy,"M Odborné, vedecké a technické činnosti",2015,"2,6"
Ženy,"M Odborné, vedecké a technické činnosti",2016,"2,8"
Ženy,"M Odborné, vedecké a technické činnosti",2017,"1,9"
Ženy,"M Odborné, vedecké a technické činnosti",2018,"0,9"
Ženy,"M Odborné, vedecké a technické činnosti",2019,"0,3"
Ženy,"M Odborné, vedecké a technické činnosti",2020,"1,1"
Ženy,"M Odborné, vedecké a technické činnosti",2021,"0,9"
Ženy,"M Odborné, vedecké a technické činnosti",2022,"0,9"
Ženy,"M Odborné, vedecké a technické činnosti",2023,"1,1"
Ženy,"M Odborné, vedecké a technické činnosti",2024,"2,1"
Ženy,"M Odborné, vedecké a technické činnosti",2025,"0,6"
Ženy,N Administratívne a podporné služby,2008,"1,4"
Ženy,N Administratívne a podporné služby,2009,"3,3"
Ženy,N Administratívne a podporné služby,2010,"3,7"
Ženy,N Administratívne a podporné služby,2011,"3,6"
Ženy,N Administratívne a podporné služby,2012,"4,2"
Ženy,N Administratívne a podporné služby,2013,"2,5"
Ženy,N Administratívne a podporné služby,2014,"1,8"
Ženy,N Administratívne a podporné služby,2015,"2,3"
Ženy,N Administratívne a podporné služby,2016,"3,8"
Ženy,N Administratívne a podporné služby,2017,"2,1"
Ženy,N Administratívne a podporné služby,2018,"1,6"
Ženy,N Administratívne a podporné služby,2019,"1,4"
Ženy,N Administratívne a podporné služby,2020,"1,8"
Ženy,N Administratívne a podporné služby,2021,"3,1"
Ženy,N Administratívne a podporné služby,2022,"1,4"
Ženy,N Administratívne a podporné služby,2023,"1,2"
Ženy,N Administratívne a podporné služby,2024,"0,4"
Ženy,N Administratívne a podporné služby,2025,"0,8"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2008,"32,0"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2009,"32,4"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2010,"32,8"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2011,"36,8"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2012,"43,1"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2013,"39,1"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2014,"38,2"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2015,"34,1"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2016,"28,1"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2017,"24,7"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2018,"22,6"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2019,"18,8"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2020,"18,0"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2021,"23,9"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2022,"25,4"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2023,"25,0"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2024,"27,9"
Ženy,"Nezamestnaní, ktorí ešte nemali zam.",2025,"23,4"
Ženy,Nezistené,2008,"29,0"
Ženy,Nezistené,2009,"23,7"
Ženy,Nezistené,2010,"27,9"
Ženy,Nezistené,2011,"22,1"
Ženy,Nezistené,2012,"23,7"
Ženy,Nezistené,2013,"26,7"
Ženy,Nezistené,2014,"27,9"
Ženy,Nezistené,2015,"24,9"
Ženy,Nezistené,2016,"19,0"
Ženy,Nezistené,2017,"14,5"
Ženy,Nezistené,2018,"13,5"
Ženy,Nezistené,2019,"11,3"
Ženy,Nezistené,2020,"8,4"
Ženy,Nezistené,2021,"7,1"
Ženy,Nezistené,2022,"7,5"
Ženy,Nezistené,2023,"10,2"
Ženy,Nezistené,2024,"9,7"
Ženy,Nezistené,2025,"11,2"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2008,"3,8"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2009,"4,6"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2010,"6,5"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2011,"6,7"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2012,"7,7"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2013,"7,6"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2014,"5,9"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2015,"8,2"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2016,"7,4"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2017,"6,8"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2018,"5,9"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2019,"4,3"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2020,"5,8"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2021,"3,5"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2022,"4,1"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2023,"2,2"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2024,"3,3"
Ženy,O Verejná správa a obrana; povinné sociálne zabezpečenie,2025,"3,6"
Ženy,P Vzdelávanie,2008,"4,6"
Ženy,P Vzdelávanie,2009,"3,4"
Ženy,P Vzdelávanie,2010,"3,6"
Ženy,P Vzdelávanie,2011,"3,1"
Ženy,P Vzdelávanie,2012,"2,9"
Ženy,P Vzdelávanie,2013,"4,3"
Ženy,P Vzdelávanie,2014,"4,6"
Ženy,P Vzdelávanie,2015,"5,1"
Ženy,P Vzdelávanie,2016,"6,1"
Ženy,P Vzdelávanie,2017,"3,8"
Ženy,P Vzdelávanie,2018,"2,6"
Ženy,P Vzdelávanie,2019,"2,0"
Ženy,P Vzdelávanie,2020,"3,3"
Ženy,P Vzdelávanie,2021,"2,5"
Ženy,P Vzdelávanie,2022,"3,2"
Ženy,P Vzdelávanie,2023,"2,0"
Ženy,P Vzdelávanie,2024,"3,5"
Ženy,P Vzdelávanie,2025,"3,2"
Ženy,Q Zdravotníctvo a sociálna pomoc,2008,"4,6"
Ženy,Q Zdravotníctvo a sociálna pomoc,2009,"4,1"
Ženy,Q Zdravotníctvo a sociálna pomoc,2010,"5,2"
Ženy,Q Zdravotníctvo a sociálna pomoc,2011,"4,2"
Ženy,Q Zdravotníctvo a sociálna pomoc,2012,"6,3"
Ženy,Q Zdravotníctvo a sociálna pomoc,2013,"8,2"
Ženy,Q Zdravotníctvo a sociálna pomoc,2014,"9,2"
Ženy,Q Zdravotníctvo a sociálna pomoc,2015,"6,2"
Ženy,Q Zdravotníctvo a sociálna pomoc,2016,"4,9"
Ženy,Q Zdravotníctvo a sociálna pomoc,2017,"4,4"
Ženy,Q Zdravotníctvo a sociálna pomoc,2018,"5,0"
Ženy,Q Zdravotníctvo a sociálna pomoc,2019,"3,9"
Ženy,Q Zdravotníctvo a sociálna pomoc,2020,"3,7"
Ženy,Q Zdravotníctvo a sociálna pomoc,2021,"4,1"
Ženy,Q Zdravotníctvo a sociálna pomoc,2022,"4,5"
Ženy,Q Zdravotníctvo a sociálna pomoc,2023,"3,5"
Ženy,Q Zdravotníctvo a sociálna pomoc,2024,"2,2"
Ženy,Q Zdravotníctvo a sociálna pomoc,2025,"2,8"
Ženy,"R Umenie, zábava a rekreácia",2008,"1,3"
Ženy,"R Umenie, zábava a rekreácia",2009,"0,7"
Ženy,"R Umenie, zábava a rekreácia",2010,"1,5"
Ženy,"R Umenie, zábava a rekreácia",2011,"1,3"
Ženy,"R Umenie, zábava a rekreácia",2012,"1,5"
Ženy,"R Umenie, zábava a rekreácia",2013,"1,1"
Ženy,"R Umenie, zábava a rekreácia",2014,"1,1"
Ženy,"R Umenie, zábava a rekreácia",2015,"0,8"
Ženy,"R Umenie, zábava a rekreácia",2016,"1,7"
Ženy,"R Umenie, zábava a rekreácia",2017,"0,9"
Ženy,"R Umenie, zábava a rekreácia",2018,"0,6"
Ženy,"R Umenie, zábava a rekreácia",2019,"0,7"
Ženy,"R Umenie, zábava a rekreácia",2020,"0,9"
Ženy,"R Umenie, zábava a rekreácia",2021,"1,6"
Ženy,"R Umenie, zábava a rekreácia",2022,"0,1"
Ženy,"R Umenie, zábava a rekreácia",2023,"0,4"
Ženy,"R Umenie, zábava a rekreácia",2024,"0,4"
Ženy,"R Umenie, zábava a rekreácia",2025,"1,3"
Ženy,S Ostatné činnosti,2008,"1,9"
Ženy,S Ostatné činnosti,2009,"1,7"
Ženy,S Ostatné činnosti,2010,"2,4"
Ženy,S Ostatné činnosti,2011,"2,6"
Ženy,S Ostatné činnosti,2012,"2,5"
Ženy,S Ostatné činnosti,2013,"1,5"
Ženy,S Ostatné činnosti,2014,"2,7"
Ženy,S Ostatné činnosti,2015,"2,6"
Ženy,S Ostatné činnosti,2016,"1,5"
Ženy,S Ostatné činnosti,2017,"1,8"
Ženy,S Ostatné činnosti,2018,"0,6"
Ženy,S Ostatné činnosti,2019,"0,4"
Ženy,S Ostatné činnosti,2020,"0,8"
Ženy,S Ostatné činnosti,2021,"1,7"
Ženy,S Ostatné činnosti,2022,"1,2"
Ženy,S Ostatné činnosti,2023,"1,7"
Ženy,S Ostatné činnosti,2024,"1,1"
Ženy,S Ostatné činnosti,2025,"1,5"
Ženy,Spolu,2021,"90,2"
Ženy,Spolu,2022,"83,4"
Ženy,Spolu,2023,"77,4"
Ženy,Spolu,2024,"77,2"
Ženy,Spolu,2025,"74,7"
Ženy,T Činnosti domácností ako zamestnávateľov,2008,"0,7"
Ženy,T Činnosti domácností ako zamestnávateľov,2009,"0,2"
Ženy,T Činnosti domácností ako zamestnávateľov,2010,-
Ženy,T Činnosti domácností ako zamestnávateľov,2011,"0,3"
Ženy,T Činnosti domácností ako zamestnávateľov,2012,"0,3"
Ženy,T Činnosti domácností ako zamestnávateľov,2013,"0,3"
Ženy,T Činnosti domácností ako zamestnávateľov,2014,-
Ženy,T Činnosti domácností ako zamestnávateľov,2015,"0,1"
Ženy,T Činnosti domácností ako zamestnávateľov,2016,"0,1"
Ženy,T Činnosti domácností ako zamestnávateľov,2017,-
Ženy,T Činnosti domácností ako zamestnávateľov,2018,"0,1"
Ženy,T Činnosti domácností ako zamestnávateľov,2019,-
Ženy,T Činnosti domácností ako zamestnávateľov,2020,"0,2"
Ženy,T Činnosti domácností ako zamestnávateľov,2021,"0,1"
Ženy,T Činnosti domácností ako zamestnávateľov,2022,-
Ženy,T Činnosti domácností ako zamestnávateľov,2023,-
Ženy,T Činnosti domácností ako zamestnávateľov,2024,"0,1"
Ženy,T Činnosti domácností ako zamestnávateľov,2025,"0,1"
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2008,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2009,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2010,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2011,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2012,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2013,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2014,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2015,"0,2"
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2016,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2017,"0,1"
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2018,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2019,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2020,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2021,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2022,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2023,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2024,-
Ženy,U Činnosti extrateritoriálnych organizácií a združení,2025,-
